#TCPLOG
#VERSION: 2
#DATE: 2018-03-01 04:57:05
#TIMESTAMP: 1519876625.6627579
#RESOLUTION: 0.1s
#FORMAT: absoluteTimestamp relativeTimestamp srcIp srcPort dstIp dstPort cwnd sst rtt minRtt maxRtt avgRtt meanRtt throughput smoothedThroughput assumedLosses
#END_HEADER

1519876645.8271086 19.747565587 10.5.3.2 8080 10.5.3.1 46758 10 2147483647 25.938 _ _ _ _ _ _ _
1519876645.8291185 19.894232164 10.5.3.2 8080 10.5.3.1 46760 10 2147483647 25.919 _ _ _ _ _ _ _
1519876645.9292688 20.151594835 10.5.3.2 8080 10.5.3.1 46760 2347 2250 35.152 25.919 35.152 30.5355 26.01133 755.6466298054044 0 1
1519876646.0292897 20.203534552 10.5.3.2 8080 10.5.3.1 46760 2558 2250 29.709 25.919 35.152 30.26 26.0483067 510.7477279491225 0 1
1519876646.1294537 20.257007154 10.5.3.2 8080 10.5.3.1 46760 2775 2250 32.33 25.919 35.152 30.7775 26.111123633000002 530.8353664690396 0 1
1519876646.2296102 20.310452584 10.5.3.2 8080 10.5.3.1 46760 2993 2250 34.754 25.919 35.152 31.5728 26.19755239667 525.6698867166086 0 1
1519876646.3298929 20.363744384 10.5.3.2 8080 10.5.3.1 46760 3209 2406 37.238 25.919 37.238 32.517 26.3079568727033 525.0087626270042 0 1
1519876646.4301467 20.416914696 10.5.3.2 8080 10.5.3.1 46760 3425 2568 39.932 25.919 39.932 33.57628571428571 26.444197303976267 525.1598370994185 0 1
1519876646.5303721 20.471111828 10.5.3.2 8080 10.5.3.1 46760 3646 2734 42.433 25.919 42.433 34.683375 26.604085330936506 535.7106477994938 0 1
1519876646.6306043 20.526860527 10.5.3.2 8080 10.5.3.1 46760 3872 2904 45.1 25.919 45.1 35.84077777777778 26.78904447762714 546.076423767614 0 1
1519876646.7306056 20.584069793 10.5.3.2 8080 10.5.3.1 46760 4105 3078 47.744 25.919 47.744 37.0311 26.99859403285087 568.1876138769204 0 1
1519876646.8308642 20.637556347 10.5.3.2 8080 10.5.3.1 46760 3417 2947 49.054 25.919 49.054 38.12409090909091 27.21914809252236 424.15183090889974 0 2
1519876646.931143 20.680053164 10.5.3.2 8080 10.5.3.1 46760 2947 2947 40.511 25.919 49.054 38.323 27.352066611597138 346.7846558323157 0 2
1519876647.0311892 20.723034682 10.5.3.2 8080 10.5.3.1 46760 2953 2947 36.385 25.919 49.054 38.17392307692308 27.442395945481167 399.6951893463482 0 2
1519876647.1313968 20.775752204 10.5.3.2 8080 10.5.3.1 46760 2966 2947 36.123 25.919 49.054 38.02742857142857 27.529201986026354 499.39222546584466 0 2
1519876647.2314835 20.828963881 10.5.3.2 8080 10.5.3.1 46760 2979 2947 36.336 25.919 49.054 37.91466666666667 27.61726996616609 499.99535904638935 0 2
1519876647.331523 20.881936953 10.5.3.2 8080 10.5.3.1 46760 2993 2947 36.47 25.919 49.054 37.824375 27.70579726650443 500.23129809512005 0 2
1519876647.4315248 20.936405237 10.5.3.2 8080 10.5.3.1 46760 3007 2947 36.679 25.919 49.054 37.757000000000005 27.795529293839387 516.0578491287866 788.8816678340739 2
1519876647.531877 20.993102666 10.5.3.2 8080 10.5.3.1 46760 3021 2947 36.786 25.919 49.054 37.70305555555555 27.885434000900993 529.8390443760632 788.8816678340739 2
1519876647.6322143 21.047859992 10.5.3.2 8080 10.5.3.1 46760 3034 2947 36.985 25.919 49.054 37.665263157894735 27.976429660891984 519.5278045646259 788.8816678340739 2
1519876647.7322648 21.102079299 10.5.3.2 8080 10.5.3.1 46760 3047 2947 37.08 25.919 49.054 37.636 28.067465364283063 510.59680712073623 788.8816678340739 2
1519876647.8325355 21.158242186 10.5.3.2 8080 10.5.3.1 46760 3062 2947 37.28 25.919 49.054 37.61904761904762 28.159590710640234 530.2699041059905 788.8816678340739 2
1519876647.9328034 21.215995081 10.5.3.2 8080 10.5.3.1 46760 3075 2947 37.464 25.919 49.054 37.611999999999995 28.25263480353383 540.6827804954416 788.8816678340739 2
1519876648.0331113 21.273461758 10.5.3.2 8080 10.5.3.1 46760 3089 2947 37.623 25.919 49.054 37.612478260869565 28.34633845549849 540.4668785290049 788.8816678340739 2
1519876648.1333132 21.326676026 10.5.3.2 8080 10.5.3.1 46760 3101 2947 37.766 25.919 49.054 37.618874999999996 28.440535070943504 504.6230427661756 788.8816678340739 2
1519876648.2335727 21.380595306 10.5.3.2 8080 10.5.3.1 46760 3114 2947 37.999 25.919 49.054 37.63408 28.53611972023407 509.3008679719299 788.8816678340739 2
