#TCPLOG
#VERSION: 2
#DATE: 2018-03-01 04:17:13
#TIMESTAMP: 1519874233.0632973
#RESOLUTION: 0.1s
#FORMAT: absoluteTimestamp relativeTimestamp srcIp srcPort dstIp dstPort cwnd sst rtt minRtt maxRtt avgRtt meanRtt throughput smoothedThroughput assumedLosses
#END_HEADER

1519874252.1895673 18.745246004 10.5.5.2 8080 10.5.5.1 34438 10 2147483647 26.029 _ _ _ _ _ _ _
1519874252.1913843 18.892987486 10.5.5.2 8080 10.5.5.1 34440 10 2147483647 25.898 _ _ _ _ _ _ _
1519874252.2916245 19.083466598 10.5.5.2 8080 10.5.5.1 34440 1098 2147483647 29.112 25.898 29.112 27.505 25.930139999999998 250.53924816036607 0 0
1519874252.3918538 19.179518759 10.5.5.2 8080 10.5.5.1 34440 2169 1998 36.561 25.898 36.561 30.523666666666667 26.036448599999996 624.1051558887895 0 1
1519874252.4920743 19.248985185 10.5.5.2 8080 10.5.5.1 34440 2370 1998 37.899 25.898 37.899 32.3675 26.155074113999998 488.92540394970916 0 1
1519874252.5923288 19.319683538 10.5.5.2 8080 10.5.5.1 34440 2581 1998 40.713 25.898 40.713 34.0366 26.300653372859998 511.2905830629396 0 1
1519874252.6924505 19.388416499 10.5.5.2 8080 10.5.5.1 34440 2790 2092 43.142 25.898 43.142 35.55416666666667 26.469066839131397 508.4977724745143 0 1
1519874252.7926505 19.458597555 10.5.5.2 8080 10.5.5.1 34440 3006 2254 46.087 25.898 46.087 37.05885714285714 26.665246170740083 525.4422422332362 0 1
1519874252.8928146 19.530798616 10.5.5.2 8080 10.5.5.1 34440 3235 2425 48.097 25.898 48.097 38.438624999999995 26.87956370903268 551.6511265777553 0 1
1519874252.992979 19.599509385 10.5.5.2 8080 10.5.5.1 34440 2551 2341 48.724 25.898 48.724 39.581444444444436 27.098008071942353 444.9049963367418 0 2
1519874253.0930824 19.652242929 10.5.5.2 8080 10.5.5.1 34440 2341 2341 39.944 25.898 48.724 39.6177 27.22646799122293 344.3838218735971 0 2
1519874253.1931767 19.707731447 10.5.5.2 8080 10.5.5.1 34440 2351 2341 36.56 25.898 48.724 39.339727272727266 27.3198033113107 404.24783994618724 0 2
1519874253.2935154 19.77643067 10.5.5.2 8080 10.5.5.1 34440 2365 2341 37.786 25.898 48.724 39.210249999999995 27.42446527819759 492.27443910910034 0 2
1519874253.393578 19.848119749 10.5.5.2 8080 10.5.5.1 34440 2381 2341 38.211 25.898 48.724 39.133384615384614 27.532330625415614 510.5347607269123 0 2
1519874253.4937885 19.920373812 10.5.5.2 8080 10.5.5.1 34440 2396 2341 38.336 25.898 48.724 39.076428571428565 27.64036731916146 520.1853830645257 602.3557218338906 2
