#TCPLOG
#VERSION: 2
#DATE: 2018-03-01 03:41:59
#TIMESTAMP: 1519872119.1827345
#RESOLUTION: 0.1s
#FORMAT: absoluteTimestamp relativeTimestamp srcIp srcPort dstIp dstPort cwnd sst rtt minRtt maxRtt avgRtt meanRtt throughput smoothedThroughput assumedLosses
#END_HEADER

1519872138.2090826 18.85318593 10.5.5.2 8080 10.5.5.1 34430 10 2147483647 0.08 _ _ _ _ _ _ _
1519872138.2108278 18.897575385 10.5.5.2 8080 10.5.5.1 34432 10 2147483647 0.071 _ _ _ _ _ _ _
1519872138.311091 18.993392483 10.5.5.2 8080 10.5.5.1 34432 158 118 8.322 0.071 8.322 4.1964999999999995 0.15350999999999998 152.8541321275521 0 1
1519872138.4113026 19.047219355 10.5.5.2 8080 10.5.5.1 34432 214 160 8.921 0.071 8.921 5.771333333333334 0.24118489999999998 134.3218277038623 0 1
1519872138.511585 19.096092079 10.5.5.2 8080 10.5.5.1 34432 267 199 10.773 0.071 10.773 7.02175 0.346503051 129.95297297528617 0 1
1519872138.6118073 19.140833227 10.5.5.2 8080 10.5.5.1 34432 327 244 11.609 0.071 11.609 7.9392 0.45912802049 144.2475866927584 0 1
1519872138.712072 19.184882638 10.5.5.2 8080 10.5.5.1 34432 388 291 12.131 0.071 12.131 8.637833333333333 0.5758467402851 146.95969921004422 0 1
1519872138.8123138 19.222427361 10.5.5.2 8080 10.5.5.1 34432 447 334 11.833 0.071 12.131 9.094285714285714 0.688418272882249 145.60617939411813 0 1
1519872138.912484 19.254614961 10.5.5.2 8080 10.5.5.1 34432 503 376 13.654 0.071 13.654 9.66425 0.8180740901534265 135.3026022438021 0 1
1519872139.0125072 19.285496263 10.5.5.2 8080 10.5.5.1 34432 558 418 13.885 0.071 13.885 10.133222222222223 0.9487433492518922 133.30082136099617 0 1
1519872139.1126215 19.315289385 10.5.5.2 8080 10.5.5.1 34432 614 460 14.793 0.071 14.793 10.5992 1.0871859157593733 137.5764474537496 0 1
1519872139.212819 19.342662413 10.5.5.2 8080 10.5.5.1 34432 669 501 15.535 0.071 15.535 11.047909090909089 1.2316640566017796 130.0630557061241 0 1
1519872139.3130984 19.369654775 10.5.5.2 8080 10.5.5.1 34432 725 543 16.292 0.071 16.292 11.484916666666665 1.3822674160357618 135.96389042342167 0 1
1519872139.4132192 19.396569069 10.5.5.2 8080 10.5.5.1 34432 781 585 16.822 0.071 16.822 11.895461538461538 1.5366647418754042 139.76590675146034 0 1
1519872139.5134099 19.421497412 10.5.5.2 8080 10.5.5.1 34432 838 628 16.866 0.071 16.866 12.2505 1.6899580944566501 138.97473925772076 0 1
1519872139.613472 19.443563629 10.5.5.2 8080 10.5.5.1 34432 891 667 17.801 0.071 17.801 12.620533333333332 1.8510685135120837 126.53450173305598 0 1
1519872139.7137904 19.465785742 10.5.5.2 8080 10.5.5.1 34432 945 708 17.98 0.071 17.98 12.955499999999999 2.0123578283769628 129.90633684280573 0 1
1519872139.813877 19.487568059 10.5.5.2 8080 10.5.5.1 34432 999 748 18.835 0.071 18.835 13.30135294117647 2.180584250093193 130.2071247516639 0 1
1519872139.9141982 19.511365388 10.5.5.2 8080 10.5.5.1 34432 1059 793 19.518 0.071 19.518 13.646722222222222 2.3539584075922613 145.49129371462794 0 1
1519872140.0144174 19.533867728 10.5.5.2 8080 10.5.5.1 34432 1117 837 20.309 0.071 20.309 13.99736842105263 2.5335088235163385 140.43769074875698 0 1
1519872140.1144254 19.556218457 10.5.5.2 8080 10.5.5.1 34432 1175 880 20.942 0.071 20.942 14.3446 2.7175937352811754 140.73432596418286 0 1
1519872140.214625 19.619220649 10.5.5.2 8080 10.5.5.1 34432 1350 1012 22.354 0.071 22.354 14.725999999999999 2.9139577979283633 426.5987020342782 0 1
1519872140.3148396 19.677927756 10.5.5.2 8080 10.5.5.1 34432 985 985 17.903 0.071 22.354 14.87040909090909 3.0638482199490795 348.5092816638316 0 2
1519872140.4148872 19.757170463 10.5.5.2 8080 10.5.5.1 34432 993 985 17.608 0.071 22.354 14.989434782608695 3.2092897377495886 510.6114084640278 0 2
1519872140.5150745 19.8568457 10.5.5.2 8080 10.5.5.1 34432 1005 985 17.604 0.071 22.354 15.098374999999999 3.3532368403720927 639.9757150174196 0 2
1519872140.6151352 19.964015907 10.5.5.2 8080 10.5.5.1 34432 1018 985 18.397 0.071 22.354 15.230319999999999 3.5036744719683717 687.6721735678901 491.3562727504832 2
1519872140.71517 20.06072861 10.5.5.2 8080 10.5.5.1 34432 1029 985 17.678 0.071 22.354 15.324461538461538 3.645417727248688 635.7409105207162 491.3562727504832 2
1519872140.8153534 20.164929732 10.5.5.2 8080 10.5.5.1 34432 1041 985 17.853 0.071 22.354 15.418111111111111 3.787493549976201 686.8293578387434 491.3562727504832 2
1519872140.9155903 20.270850618 10.5.5.2 8080 10.5.5.1 34432 1053 985 18.166 0.071 22.354 15.51625 3.931278614476439 696.8643791555193 491.3562727504832 2
1519872141.0157466 20.367056879 10.5.5.2 8080 10.5.5.1 34432 1064 985 18.113 0.071 22.354 15.605793103448276 4.073095828331674 640.1737621862189 491.3562727504832 2
1519872141.1159992 20.476007689 10.5.5.2 8080 10.5.5.1 34432 1075 985 18.376 0.071 22.354 15.698133333333333 4.216124870048358 717.5536562071868 491.3562727504832 2
1519872141.2163253 20.578441266 10.5.5.2 8080 10.5.5.1 34432 1086 985 18.543 0.071 22.354 15.78990322580645 4.359393621347874 680.6574398517103 491.3562727504832 2
1519872141.3165615 20.678384252 10.5.5.2 8080 10.5.5.1 34432 1097 985 18.571 0.071 22.354 15.8768125 4.501509685134396 660.465728919916 491.3562727504832 2
1519872141.4166827 20.789553754 10.5.5.2 8080 10.5.5.1 34432 1107 985 18.986 0.071 22.354 15.971030303030302 4.646354588283052 742.444993507419 491.3562727504832 2
1519872141.5167937 20.892251534 10.5.5.2 8080 10.5.5.1 34432 1117 985 18.991 0.071 22.354 16.05985294117647 4.789801042400222 684.2024027148817 491.3562727504832 2
1519872141.6170945 20.987701401 10.5.5.2 8080 10.5.5.1 34432 1127 985 19.222 0.071 22.354 16.150199999999998 4.9341230319762195 634.0544347709013 663.5122251717683 2
1519872141.7171273 21.092382367 10.5.5.2 8080 10.5.5.1 34432 1137 985 19.281 0.071 22.354 16.237166666666663 5.077591801656457 703.4972079167143 663.5122251717683 2
1519872141.8173835 21.198392118 10.5.5.2 8080 10.5.5.1 34432 1146 985 19.19 0.071 22.354 16.316972972972973 5.218715883639892 712.3285813710658 663.5122251717683 2
1519872141.9176602 21.300774317 10.5.5.2 8080 10.5.5.1 34432 1155 985 19.365 0.071 22.354 16.397184210526316 5.360178724803493 691.3892664202515 663.5122251717683 2
1519872142.0178947 21.394216409 10.5.5.2 8080 10.5.5.1 34432 1163 985 19.412 0.071 22.354 16.47448717948718 5.500696937555458 629.2731009993007 663.5122251717683 2
1519872142.1180677 21.502899314 10.5.5.2 8080 10.5.5.1 34432 1172 985 19.693 0.071 22.354 16.554949999999998 5.642619968179903 738.9392607865649 663.5122251717683 2
1519872142.2180796 21.595869556 10.5.5.2 8080 10.5.5.1 34432 1180 985 19.692 0.071 22.354 16.631463414634148 5.783113768498104 635.8864028622104 663.5122251717683 2
1519872142.3183236 21.685570299 10.5.5.2 8080 10.5.5.1 34432 1187 985 19.577 0.071 22.354 16.701595238095237 5.921052630813124 613.4973488149095 663.5122251717683 2
1519872142.4184728 21.791240838 10.5.5.2 8080 10.5.5.1 34432 1196 985 19.707 0.071 22.354 16.77148837209302 6.0589121045049925 718.4106969453977 663.5122251717683 2
1519872142.518542 21.892935659 10.5.5.2 8080 10.5.5.1 34432 1204 985 19.834 0.071 22.354 16.84109090909091 6.196662983459943 698.0315727401774 663.5122251717683 2
1519872142.6188056 21.989615037 10.5.5.2 8080 10.5.5.1 34432 1211 985 19.783 0.071 22.354 16.906466666666667 6.332526353625343 665.0220712072593 680.4857020630461 2
1519872142.719093 22.101062055 10.5.5.2 8080 10.5.5.1 34432 1219 985 20.149 0.071 22.354 16.97695652173913 6.4706910900890895 764.5473646354187 680.4857020630461 2
1519872142.8192196 22.203004238 10.5.5.2 8080 10.5.5.1 34432 1226 985 20.228 0.071 22.354 17.046127659574466 6.608264179188199 702.838874398337 680.4857020630461 2
1519872142.9194355 22.30767986 10.5.5.2 8080 10.5.5.1 34432 1233 985 20.411 0.071 22.354 17.116229166666667 6.746291537396317 723.018118095238 680.4857020630461 2
1519872143.0194395 22.412388283 10.5.5.2 8080 10.5.5.1 34432 1240 985 20.43 0.071 22.354 17.18385714285714 6.883128622022354 719.3379304144743 680.4857020630461 2
