#TCPLOG
#VERSION: 2
#DATE: 2018-03-01 01:39:12
#TIMESTAMP: 1519864752.2870975
#RESOLUTION: 0.1s
#FORMAT: absoluteTimestamp relativeTimestamp srcIp srcPort dstIp dstPort cwnd sst rtt minRtt maxRtt avgRtt meanRtt throughput smoothedThroughput assumedLosses
#END_HEADER

1519864771.332842 18.862287931 10.5.5.2 8080 10.5.5.1 34394 10 2147483647 0.123 _ _ _ _ _ _ _
1519864771.3343873 18.903608816 10.5.5.2 8080 10.5.5.1 34396 10 2147483647 0.072 _ _ _ _ _ _ _
1519864771.434594 19.030153538 10.5.5.2 8080 10.5.5.1 34396 129 96 4.528 0.072 4.528 2.3 0.11656 208.54447886838116 0 1
1519864771.534631 19.142097036 10.5.5.2 8080 10.5.5.1 34396 329 246 6.58 0.072 6.58 3.7266666666666666 0.18119439999999998 480.09453486116314 0 1
1519864771.6348548 19.236848299 10.5.5.2 8080 10.5.5.1 34396 574 430 9.21 0.072 9.21 5.0975 0.271482456 598.1334987803572 0 1
1519864771.7351453 19.312275021 10.5.5.2 8080 10.5.5.1 34396 799 598 11.758 0.072 11.758 6.429599999999999 0.38634763143999995 545.758370654869 0 1
1519864771.8352838 19.384713999 10.5.5.2 8080 10.5.5.1 34396 1032 774 14.707 0.072 14.707 7.809166666666666 0.5295541551256 562.2041642360796 0 1
1519864771.9353507 19.454176645 10.5.5.2 8080 10.5.5.1 34396 1267 949 17.354 0.072 17.354 9.172714285714287 0.697798613574344 573.0246450610063 0 1
1519864772.0356221 19.522135247 10.5.5.2 8080 10.5.5.1 34396 1502 1126 20.268 0.072 20.268 10.559625 0.8935006274386006 571.8556213206393 0 1
1519864772.1358962 19.592130587 10.5.5.2 8080 10.5.5.1 34396 1749 1311 23.084 0.072 23.084 11.951222222222222 1.1154056211642145 597.833422294926 0 1
1519864772.2360075 19.658797427 10.5.5.2 8080 10.5.5.1 34396 1230 1229 17.013 0.072 23.084 12.457400000000002 1.2743815649525725 484.25168883835795 0 2
1519864772.3360188 19.72730297 10.5.5.2 8080 10.5.5.1 34396 1240 1229 17.53 0.072 23.084 12.918545454545455 1.4369377493030469 555.3897703458108 0 2
1519864772.4361892 19.796248705 10.5.5.2 8080 10.5.5.1 34396 1250 1229 17.704 0.072 23.084 13.317333333333336 1.5996083718100165 553.9298480225636 0 2
1519864772.536517 19.862203119 10.5.5.2 8080 10.5.5.1 34396 1259 1229 17.592 0.072 23.084 13.64615384615385 1.7595322880919164 535.1645044126377 0 2
1519864772.6368132 19.925689481 10.5.5.2 8080 10.5.5.1 34396 1268 1229 17.943 0.072 23.084 13.953071428571432 1.9213669652109973 519.740223194738 665.1774006506614 2
1519864772.736895 19.992660538 10.5.5.2 8080 10.5.5.1 34396 1277 1229 17.776 0.072 23.084 14.207933333333337 2.0799132955588875 546.8959794022497 665.1774006506614 2
1519864772.8369505 20.064588243 10.5.5.2 8080 10.5.5.1 34396 1287 1229 17.966 0.072 23.084 14.442812500000004 2.2387741626032986 588.7199185312024 665.1774006506614 2
1519864772.9371994 20.137761928 10.5.5.2 8080 10.5.5.1 34396 1296 1229 18.1 0.072 23.084 14.657941176470592 2.3973864209772655 597.9841339745144 665.1774006506614 2
1519864773.0373402 20.208802163 10.5.5.2 8080 10.5.5.1 34396 1306 1229 18.153 0.072 23.084 14.852111111111116 2.5549425567674926 583.0126597990101 665.1774006506614 2
1519864773.1374815 20.278936846 10.5.5.2 8080 10.5.5.1 34396 1315 1229 18.349 0.072 23.084 15.036157894736846 2.7128831311998174 572.5989929199114 665.1774006506614 2
1519864773.2375464 20.346446146 10.5.5.2 8080 10.5.5.1 34396 1323 1229 18.479 0.072 23.084 15.208300000000003 2.8705442998878192 552.1979105384521 665.1774006506614 2
1519864773.3376074 20.416355372 10.5.5.2 8080 10.5.5.1 34396 1332 1229 18.53 0.072 23.084 15.366476190476192 3.027138856888941 573.0587791901564 665.1774006506614 2
1519864773.4376938 20.488077003 10.5.5.2 8080 10.5.5.1 34396 1341 1229 18.66 0.072 23.084 15.51618181818182 3.1834674683200515 588.5376058451666 665.1774006506614 2
1519864773.5378876 20.565266125 10.5.5.2 8080 10.5.5.1 34396 1350 1229 18.723 0.072 23.084 15.655608695652177 3.338862793636851 629.5291569009358 665.1774006506614 2
1519864773.6380687 20.642021924 10.5.5.2 8080 10.5.5.1 34396 1359 1229 18.8 0.072 23.084 15.786625000000003 3.4934741657004826 634.811938105714 665.1774006506614 2
1519864773.7382715 20.713695829 10.5.5.2 8080 10.5.5.1 34396 1368 1229 18.867 0.072 23.084 15.909840000000004 3.647209424043478 593.0564883011127 665.1774006506614 2
1519864773.83828 20.7804014 10.5.5.2 8080 10.5.5.1 34396 1376 1229 18.924 0.072 23.084 16.025769230769235 3.799977329803043 552.5099046090028 665.1774006506614 2
1519864773.9385016 20.853384802 10.5.5.2 8080 10.5.5.1 34396 1384 1229 19.019 0.072 23.084 16.13662962962963 3.952167556505012 603.3475771669997 665.1774006506614 2
1519864774.0386655 20.924837325 10.5.5.2 8080 10.5.5.1 34396 1392 1229 19.002 0.072 23.084 16.23896428571429 4.102665880939962 593.2865860536325 665.1774006506614 2
1519864774.1387854 20.995283842 10.5.5.2 8080 10.5.5.1 34396 1400 1229 19.394 0.072 23.084 16.347758620689657 4.255579222130562 588.3413953429713 823.6423378077252 2
1519864774.2389984 21.065263787 10.5.5.2 8080 10.5.5.1 34396 1408 1229 19.39 0.072 23.084 16.44916666666667 4.406923429909257 577.3906643263767 823.6423378077252 2
1519864774.3390617 21.137225407 10.5.5.2 8080 10.5.5.1 34396 1416 1229 19.476 0.072 23.084 16.546806451612905 4.557614195610164 599.0926307346269 823.6423378077252 2
