#TCPLOG
#VERSION: 2
#DATE: 2018-03-01 06:30:28
#TIMESTAMP: 1519882228.9505427
#RESOLUTION: 0.1s
#FORMAT: absoluteTimestamp relativeTimestamp srcIp srcPort dstIp dstPort cwnd sst rtt minRtt maxRtt avgRtt meanRtt throughput smoothedThroughput assumedLosses
#END_HEADER

1519882249.2519739 19.937620646 10.5.3.2 8080 10.5.3.1 46790 10 2147483647 25.916 _ _ _ _ _ _ _
1519882249.253954 20.083775961 10.5.3.2 8080 10.5.3.1 46794 10 2147483647 25.923 _ _ _ _ _ _ _
1519882249.354142 20.274361344 10.5.3.2 8080 10.5.3.1 46794 1147 2147483647 28.737 25.923 28.737 27.33 25.95114 261.0758532962289 0 0
1519882249.4543214 20.306536036 10.5.3.2 8080 10.5.3.1 46794 2288 2147483647 31.858 25.923 31.858 28.839333333333332 26.0102086 265.3766245781481 0 0
1519882249.55455 20.330740262 10.5.3.2 8080 10.5.3.1 46794 2360 2304 30.941 25.923 31.858 29.36475 26.059516514 140.42466217298738 0 1
1519882249.6546168 20.344534196 10.5.3.2 8080 10.5.3.1 46794 2416 2304 37.845 25.923 37.845 31.0608 26.17737134886 135.4421888326015 0 1
1519882249.7547596 20.358301333 10.5.3.2 8080 10.5.3.1 46794 2472 2304 28.686 25.923 37.845 30.665000000000003 26.2024576353714 135.3396468270524 0 1
1519882249.8549001 20.372172497 10.5.3.2 8080 10.5.3.1 46794 2528 2304 29.333 25.923 37.845 30.47471428571429 26.233763059017686 135.34254682424645 0 1
1519882249.955142 20.386305373 10.5.3.2 8080 10.5.3.1 46794 2585 2304 30.048 25.923 37.845 30.421375 26.27190542842751 140.40595870147106 0 1
1519882250.0552304 20.40017839 10.5.3.2 8080 10.5.3.1 46794 2642 2304 30.755 25.923 37.845 30.45844444444445 26.316736374143233 135.413151748376 0 1
1519882250.1554651 20.413909823 10.5.3.2 8080 10.5.3.1 46794 2698 2304 31.416 25.923 37.845 30.5542 26.367729010401803 135.2153860283767 0 1
1519882250.255673 20.427582264 10.5.3.2 8080 10.5.3.1 46794 2753 2304 31.944 25.923 37.845 30.68054545454546 26.423491720297786 135.25173926633707 0 1
1519882250.3557422 20.441252238 10.5.3.2 8080 10.5.3.1 46794 2809 2304 32.589 25.923 37.845 30.839583333333337 26.48514680309481 135.4389618749598 0 1
1519882250.455949 20.454969801 10.5.3.2 8080 10.5.3.1 46794 2864 2304 33.405 25.923 37.845 31.036923076923078 26.554345335063864 135.2530264648416 0 1
1519882250.556222 20.468646065 10.5.3.2 8080 10.5.3.1 46794 2920 2304 33.977 25.923 37.845 31.246928571428572 26.628571881713228 135.16394582921 0 1
1519882250.6563354 20.482269214 10.5.3.2 8080 10.5.3.1 46794 2975 2304 34.567 25.923 37.845 31.46826666666667 26.707956162896092 135.37929088205456 0 1
1519882250.7565315 20.496155974 10.5.3.2 8080 10.5.3.1 46794 3032 2304 35.232 25.923 37.845 31.7035 26.79319660126713 135.26750913644875 0 1
